站名,站点号,年,月,日,时,气温(℃),最高气温(℃),最低气温(℃),相对湿度(%),气压(hPa),3小时降水(mm),平均风速(m/s),平均风向(°),能见度(km)
平凉,52652,2025,11,26,6,3.7000,3.8000,2.4000,39,870.2000,0.0000,7.8000,316,30.0
平凉,52652,2025,11,26,9,4.6000,5.8000,4.6000,36,867.8000,0.0000,4.2000,194,28.5
平凉,52652,2025,11,26,12,-2.2000,0.3000,-2.2000,59,866.5000,0.0000,3.2000,186,12.4
平凉,52652,2025,11,26,15,-3.1000,-2.6000,-3.2000,58,864.4000,0.0000,5.3000,196,30.0
平凉,52652,2025,11,26,18,-4.0000,-2.9000,-4.0000,54,862.3000,0.0000,2.6000,160,10.1
平凉,52652,2025,11,26,21,-6.4000,-6.3000,-7.3000,64,860.5000,0.0000,1.7000,111,30.0
平凉,52652,2025,11,27,0,-8.1000,-8.1000,-9.3000,72,858.8000,0.0000,3.5000,160,30.0
平凉,52652,2025,11,27,3,4.8000,4.8000,-0.7000,27,857.1000,0.0000,6.0000,157,30.0
平凉,52652,2025,11,27,6,15.3000,15.3000,13.1000,9,854.2000,0.0000,1.1000,241,23.3
平凉,52652,2025,11,27,9,11.5000,13.1000,11.5000,13,854.1000,0.0000,4.1000,338,19.8
平凉,52652,2025,11,27,12,-1.3000,2.3000,-1.3000,40,855.9000,0.0000,1.0000,163,5.9
平凉,52652,2025,11,27,15,-4.1000,-1.9000,-4.1000,45,856.1000,0.0000,2.4000,174,29.2
平凉,52652,2025,11,27,18,-3.3000,-3.3000,-6.1000,49,855.2000,0.0000,3.8000,162,10.8
平凉,52652,2025,11,27,21,-8.4000,-6.5000,-8.4000,66,854.2000,0.0000,1.9000,168,30.0
平凉,52652,2025,11,28,0,-10.4000,-8.9000,-10.6000,75,854.2000,0.0000,1.6000,167,30.0
平凉,52652,2025,11,28,3,1.9000,1.9000,-3.5000,32,855.2000,0.0000,1.5000,106,11.6
平凉,52652,2025,11,28,6,8.7000,8.8000,7.7000,13,854.1000,0.0000,2.8000,328,20.0
平凉,52652,2025,11,28,9,9.5000,10.2000,9.5000,11,854.2000,0.0000,1.5000,308,16.3
平凉,52652,2025,11,28,12,1.7000,4.9000,1.7000,24,855.7000,0.0000,1.3000,283,11.6
平凉,52652,2025,11,28,15,-4.1000,-3.7000,-4.4000,38,856.2000,0.0000,3.6000,189,6.2
平凉,52652,2025,11,28,18,-6.9000,-4.5000,-6.9000,55,855.9000,0.0000,2.9000,160,30.0
平凉,52652,2025,11,28,21,-7.5000,-5.2000,-7.6000,59,854.9000,0.0000,0.7000,151,30.0
平凉,52652,2025,11,29,0,-8.7000,-7.7000,-8.7000,61,854.3000,0.0000,1.8000,154,10.9
平凉,52652,2025,11,29,3,0.6000,0.6000,-3.1000,34,854.0000,0.0000,1.6000,98,20.2
平凉,52652,2025,11,29,6,8.4000,8.5000,6.9000,9,853.0000,0.0000,5.2000,344,29.7
平凉,52652,2025,11,29,9,7.1000,7.6000,6.9000,13,854.9000,0.0000,2.4000,341,24.1
平凉,52652,2025,11,29,12,5.0000,5.0000,3.6000,18,858.0000,0.0000,5.9000,323,10.2
平凉,52652,2025,11,29,15,0.6000,2.8000,0.6000,32,859.9000,0.0000,4.1000,9,30.0
平凉,52652,2025,11,29,18,-4.8000,-3.5000,-4.8000,50,860.7000,0.0000,4.7000,340,6.1
平凉,52652,2025,11,29,21,-7.2000,-6.1000,-7.2000,48,860.6000,0.0000,3.9000,305,30.0
平凉,52652,2025,11,30,0,-10.9000,-9.0000,-11.1000,57,860.5000,0.0000,0.2000,999017,30.0
平凉,52652,2025,11,30,3,-3.3000,-3.3000,-6.0000,39,859.4000,0.0000,3.9000,159,27.2
平凉,52652,2025,11,30,6,2.7000,2.7000,2.0000,27,856.4000,0.0000,1.8000,342,17.1
平凉,52652,2025,11,30,9,4.5000,4.8000,4.5000,22,855.6000,0.0000,1.6000,353,19.6
平凉,52652,2025,11,30,12,-3.9000,-2.4000,-3.9000,40,855.2000,0.0000,2.2000,185,7.2
平凉,52652,2025,11,30,15,-6.3000,-5.3000,-6.5000,48,855.0000,0.0000,2.6000,127,30.0
平凉,52652,2025,11,30,18,-6.8000,-6.2000,-7.4000,59,854.9000,0.0000,1.1000,140,30.0
平凉,52652,2025,11,30,21,-7.0000,-6.3000,-7.0000,57,854.6000,0.0000,1.8000,163,30.0
平凉,52652,2025,12,1,0,-8.2000,-7.7000,-8.2000,62,856.4000,0.0000,1.5000,169,26.5
庆阳,52656,2025,11,26,0,-8.0000,-7.2000,-8.0000,94,788.8000,4.0000,5.7000,306,1.0
庆阳,52656,2025,11,26,3,-7.4000,-7.4000,-8.1000,84,791.8000,1.3000,1.2000,238,10.2
庆阳,52656,2025,11,26,6,-3.4000,-3.0000,-4.7000,63,790.5000,0.1000,1.0000,113,13.3
庆阳,52656,2025,11,26,9,-3.2000,-1.9000,-3.2000,51,788.7000,0.0000,3.1000,156,15.3
庆阳,52656,2025,11,26,12,-8.0000,-8.0000,-8.8000,64,788.0000,0.0000,5.2000,165,14.7
庆阳,52656,2025,11,26,15,-6.5000,-6.4000,-7.4000,55,786.5000,0.0000,5.5000,163,17.6
庆阳,52656,2025,11,26,18,-8.6000,-5.4000,-8.6000,49,784.4000,0.0000,3.4000,148,22.0
庆阳,52656,2025,11,26,21,-8.2000,-6.7000,-9.1000,51,782.8000,0.0000,2.3000,173,21.5
庆阳,52656,2025,11,27,0,-4.3000,-3.3000,-5.5000,37,781.5000,0.0000,4.6000,167,22.0
庆阳,52656,2025,11,27,3,4.8000,5.0000,1.4000,28,781.1000,0.0000,4.0000,149,20.0
庆阳,52656,2025,11,27,6,10.2000,10.4000,9.2000,18,778.7000,0.0000,2.7000,163,30.0
庆阳,52656,2025,11,27,9,9.8000,12.5000,9.7000,25,777.4000,0.0000,1.4000,230,27.5
庆阳,52656,2025,11,27,12,-2.3000,0.3000,-2.3000,37,779.4000,0.0000,3.6000,169,21.6
庆阳,52656,2025,11,27,15,-6.0000,-5.8000,-6.9000,47,779.1000,0.0000,5.6000,165,19.6
庆阳,52656,2025,11,27,18,-5.8000,-5.3000,-5.9000,41,778.3000,0.0000,6.0000,167,22.2
庆阳,52656,2025,11,27,21,-5.5000,-5.3000,-6.5000,37,777.2000,0.0000,6.0000,167,23.6
庆阳,52656,2025,11,28,0,-4.8000,-4.8000,-6.6000,31,777.2000,0.0000,4.8000,168,22.9
庆阳,52656,2025,11,28,3,3.3000,3.3000,-0.2000,23,777.8000,0.0000,3.2000,164,24.5
庆阳,52656,2025,11,28,6,8.0000,8.2000,6.9000,21,776.9000,0.0000,2.6000,151,26.8
庆阳,52656,2025,11,28,9,3.9000,4.5000,3.7000,25,777.6000,0.0000,1.1000,257,22.7
庆阳,52656,2025,11,28,12,-5.1000,-4.1000,-5.3000,52,778.3000,0.0000,5.6000,168,16.4
庆阳,52656,2025,11,28,15,-8.6000,-5.5000,-8.7000,53,779.1000,0.0000,4.8000,167,18.6
庆阳,52656,2025,11,28,18,-7.4000,-7.3000,-7.8000,39,778.5000,0.0000,5.7000,162,21.3
庆阳,52656,2025,11,28,21,-7.9000,-7.5000,-8.1000,39,777.4000,0.0000,4.4000,160,22.2
庆阳,52656,2025,11,29,0,-7.4000,-7.4000,-8.3000,37,776.5000,0.0000,5.0000,166,23.0
庆阳,52656,2025,11,29,3,2.2000,2.2000,-2.1000,23,776.0000,0.0000,2.3000,176,21.7
庆阳,52656,2025,11,29,6,4.9000,5.2000,4.5000,17,775.4000,0.0000,1.4000,308,25.5
庆阳,52656,2025,11,29,9,1.6000,3.5000,1.6000,23,777.2000,0.0000,3.6000,334,23.3
庆阳,52656,2025,11,29,12,-3.9000,-3.9000,-4.9000,33,780.5000,0.0000,2.5000,214,17.1
庆阳,52656,2025,11,29,15,-7.3000,-6.1000,-7.3000,49,781.3000,0.0000,1.2000,349,16.2
庆阳,52656,2025,11,29,18,-9.7000,-9.1000,-10.0000,59,781.1000,0.0000,3.6000,167,12.5
庆阳,52656,2025,11,29,21,-10.4000,-9.2000,-10.4000,53,780.1000,0.0000,2.9000,169,16.0
庆阳,52656,2025,11,30,0,-10.5000,-10.5000,-11.1000,51,779.9000,0.0000,5.2000,164,18.3
庆阳,52656,2025,11,30,3,-0.7000,-0.7000,-4.8000,37,779.8000,0.0000,3.0000,157,20.3
庆阳,52656,2025,11,30,6,2.6000,2.6000,2.0000,20,777.7000,0.0000,1.7000,329,29.3
庆阳,52656,2025,11,30,9,1.6000,2.9000,1.6000,17,777.7000,0.0000,1.3000,338,28.8
庆阳,52656,2025,11,30,12,-6.0000,-5.3000,-6.1000,50,777.5000,0.0000,5.0000,163,17.6
庆阳,52656,2025,11,30,15,-5.3000,-5.3000,-5.8000,41,777.4000,0.0000,3.9000,169,21.7
庆阳,52656,2025,11,30,18,-6.9000,-6.5000,-6.9000,41,777.1000,0.0000,5.1000,163,24.4
庆阳,52656,2025,11,30,21,-8.3000,-8.3000,-8.7000,43,776.6000,0.0000,6.4000,164,22.7
庆阳,52656,2025,12,1,0,-7.8000,-7.6000,-8.1000,39,777.9000,0.0000,2.2000,177,23.9
陇南,52674,2025,11,26,0,-4.8000,-3.7000,-4.8000,67,801.2000,0.0000,9.5000,296,6.2
陇南,52674,2025,11,26,3,-2.1000,-1.6000,-4.2000,44,803.1000,0.0000,15.7000,280,3.1
陇南,52674,2025,11,26,6,0.5000,0.5000,-0.2000,36,802.6000,0.0000,12.7000,272,9.5
陇南,52674,2025,11,26,9,0.8000,1.4000,0.8000,26,802.0000,0.0000,9.8000,274,15.0
陇南,52674,2025,11,26,12,-1.0000,0.0000,-1.2000,28,801.8000,0.0000,5.1000,297,15.9
陇南,52674,2025,11,26,15,-3.5000,1.7000,-3.5000,35,799.7000,0.0000,3.3000,267,15.3
陇南,52674,2025,11,26,18,-3.3000,-2.2000,-4.1000,32,797.8000,0.0000,4.8000,245,16.4
陇南,52674,2025,11,26,21,-3.0000,-2.0000,-4.6000,29,795.7000,0.0000,1.7000,271,18.3
陇南,52674,2025,11,27,0,-2.0000,-1.3000,-2.8000,26,794.7000,0.0000,2.3000,262,17.7
陇南,52674,2025,11,27,3,7.0000,7.0000,3.8000,15,794.7000,0.0000,1.2000,57,12.5
陇南,52674,2025,11,27,6,13.3000,13.6000,12.9000,5,791.9000,0.0000,8.6000,275,15.6
陇南,52674,2025,11,27,9,12.3000,13.4000,12.3000,6,790.7000,0.0000,2.7000,284,19.1
陇南,52674,2025,11,27,12,2.3000,4.1000,2.3000,19,792.1000,0.0000,3.6000,158,12.5
陇南,52674,2025,11,27,15,-1.5000,0.0000,-1.9000,26,792.4000,0.0000,4.6000,245,16.4
陇南,52674,2025,11,27,18,-3.4000,-0.3000,-3.9000,28,791.8000,0.0000,6.4000,248,16.8
陇南,52674,2025,11,27,21,-1.1000,0.5000,-1.7000,19,790.3000,0.0000,1.5000,269,17.3
陇南,52674,2025,11,28,0,-6.2000,-4.1000,-6.2000,24,790.7000,0.0000,1.1000,138,17.6
陇南,52674,2025,11,28,3,6.3000,6.9000,4.5000,14,791.1000,0.0000,1.9000,325,14.5
陇南,52674,2025,11,28,6,11.2000,11.6000,10.7000,4,789.6000,0.0000,8.7000,298,13.7
陇南,52674,2025,11,28,9,8.9000,10.8000,8.9000,8,790.1000,0.0000,3.3000,42,15.9
陇南,52674,2025,11,28,12,0.0000,0.0000,-1.8000,18,791.4000,0.0000,3.0000,265,15.0
陇南,52674,2025,11,28,15,-2.9000,-1.5000,-3.2000,23,792.0000,0.0000,3.0000,249,15.6
陇南,52674,2025,11,28,18,-5.0000,-2.8000,-5.7000,23,791.7000,0.0000,2.5000,279,16.8
陇南,52674,2025,11,28,21,-1.2000,-0.8000,-2.8000,17,790.5000,0.0000,6.0000,233,16.7
陇南,52674,2025,11,29,0,-5.2000,-1.9000,-5.5000,22,790.1000,0.0000,4.0000,207,16.3
陇南,52674,2025,11,29,3,3.7000,3.7000,0.1000,14,789.8000,0.0000,1.3000,29,13.8
陇南,52674,2025,11,29,6,6.5000,6.6000,6.0000,11,788.1000,0.0000,1.5000,67,15.7
陇南,52674,2025,11,29,9,5.1000,6.8000,5.1000,12,789.4000,0.0000,2.4000,67,13.7
陇南,52674,2025,11,29,12,0.7000,2.1000,0.7000,14,792.5000,0.0000,7.0000,301,15.6
陇南,52674,2025,11,29,15,-3.0000,-0.3000,-3.0000,23,793.4000,0.0000,5.1000,289,14.9
陇南,52674,2025,11,29,18,-4.3000,-3.7000,-5.0000,33,794.2000,0.0000,4.6000,277,12.4
陇南,52674,2025,11,29,21,-7.2000,-6.1000,-7.8000,38,793.8000,0.0000,3.3000,28,14.0
陇南,52674,2025,11,30,0,-12.0000,-10.2000,-12.2000,68,794.6000,0.0000,1.4000,135,7.5
陇南,52674,2025,11,30,3,-4.6000,-4.6000,-7.8000,47,794.1000,0.0000,2.1000,312,8.3
陇南,52674,2025,11,30,6,0.7000,0.8000,-0.7000,28,791.5000,0.0000,2.8000,83,10.0
陇南,52674,2025,11,30,9,-1.2000,0.5000,-1.2000,32,791.5000,0.0000,3.9000,102,8.1
陇南,52674,2025,11,30,12,-6.5000,-5.8000,-7.2000,38,791.5000,0.0000,4.7000,244,10.1
陇南,52674,2025,11,30,15,-7.4000,-4.6000,-7.5000,32,790.9000,0.0000,2.1000,181,17.9
陇南,52674,2025,11,30,18,-3.5000,-3.5000,-7.5000,21,790.1000,0.0000,2.7000,261,18.3
陇南,52674,2025,11,30,21,-4.9000,-4.6000,-6.1000,24,789.4000,0.0000,1.6000,175,18.1
陇南,52674,2025,12,1,0,-5.8000,-1.1000,-6.3000,28,790.5000,0.0000,1.5000,198,16.6
张掖,52679,2025,11,26,0,0.6000,1.2000,0.6000,40,858.7000,0.0000,5.3000,340,3.3
张掖,52679,2025,11,26,3,-0.2000,0.1000,-1.6000,51,861.3000,0.0000,6.0000,342,6.0
张掖,52679,2025,11,26,6,3.9000,4.3000,3.4000,31,860.3000,0.0000,10.4000,328,6.5
张掖,52679,2025,11,26,9,3.2000,4.1000,3.2000,33,859.6000,0.0000,4.8000,4,21.5
张掖,52679,2025,11,26,12,-3.4000,-3.4000,-4.5000,63,858.4000,0.0000,2.4000,180,6.0
张掖,52679,2025,11,26,15,-2.6000,-2.3000,-3.4000,59,856.2000,0.0000,3.1000,167,7.7
张掖,52679,2025,11,26,18,-2.8000,-1.8000,-3.1000,51,853.5000,0.0000,3.0000,170,20.3
张掖,52679,2025,11,26,21,-5.9000,-4.2000,-6.9000,63,851.5000,0.0000,3.7000,171,19.1
张掖,52679,2025,11,27,0,-9.0000,-7.1000,-9.1000,76,850.9000,0.0000,1.6000,111,18.6
张掖,52679,2025,11,27,3,8.9000,8.9000,3.5000,23,849.9000,0.0000,0.9000,132,15.9
张掖,52679,2025,11,27,6,16.3000,16.6000,14.3000,10,846.3000,0.0000,0.8000,32,23.2
张掖,52679,2025,11,27,9,17.3000,18.3000,17.1000,6,844.9000,0.0000,0.6000,246,26.6
张掖,52679,2025,11,27,12,3.5000,3.6000,0.8000,26,845.9000,0.0000,2.1000,342,9.6
张掖,52679,2025,11,27,15,-1.4000,0.5000,-1.4000,40,847.2000,0.0000,2.4000,175,11.7
张掖,52679,2025,11,27,18,-2.6000,-0.8000,-2.6000,52,846.6000,0.0000,0.7000,123,15.0
张掖,52679,2025,11,27,21,-3.8000,-2.1000,-4.1000,49,845.4000,0.0000,3.1000,188,23.8
张掖,52679,2025,11,28,0,-5.1000,-5.0000,-7.1000,57,845.6000,0.0000,2.2000,190,20.0
张掖,52679,2025,11,28,3,9.8000,9.8000,4.1000,23,845.9000,0.0000,1.6000,169,13.8
张掖,52679,2025,11,28,6,14.2000,15.9000,13.9000,11,844.2000,0.0000,4.4000,359,22.5
张掖,52679,2025,11,28,9,11.1000,12.5000,11.1000,9,845.2000,0.0000,1.3000,35,20.5
张掖,52679,2025,11,28,12,-0.8000,1.6000,-0.9000,40,846.6000,0.0000,2.6000,202,6.0
张掖,52679,2025,11,28,15,-4.0000,-3.0000,-4.3000,57,846.7000,0.0000,1.4000,186,8.4
张掖,52679,2025,11,28,18,-7.7000,-7.4000,-8.0000,68,847.2000,0.0000,2.3000,186,4.7
张掖,52679,2025,11,28,21,-6.1000,-6.1000,-7.2000,59,846.0000,0.0000,4.2000,176,13.2
张掖,52679,2025,11,29,0,-9.4000,-7.3000,-10.0000,74,845.8000,0.0000,2.4000,176,14.6
张掖,52679,2025,11,29,3,5.2000,5.2000,1.9000,26,845.6000,0.0000,1.5000,92,6.1
张掖,52679,2025,11,29,6,9.9000,9.9000,8.6000,11,843.2000,0.0000,3.4000,16,25.5
张掖,52679,2025,11,29,9,9.3000,10.2000,9.3000,9,844.3000,0.0000,2.0000,360,29.4
张掖,52679,2025,11,29,12,-2.5000,-0.6000,-2.8000,37,847.6000,0.0000,1.4000,182,4.0
张掖,52679,2025,11,29,15,-1.5000,-1.1000,-2.6000,27,849.3000,0.0000,2.4000,293,15.2
张掖,52679,2025,11,29,18,-4.1000,-3.1000,-4.9000,48,851.4000,0.0000,2.0000,329,8.8
张掖,52679,2025,11,29,21,-8.1000,-5.9000,-8.1000,57,852.2000,0.0000,1.4000,352,7.2
张掖,52679,2025,11,30,0,-11.5000,-10.8000,-11.6000,75,853.2000,0.0000,0.3000,193,7.0
张掖,52679,2025,11,30,3,-1.7000,-1.7000,-4.2000,29,852.5000,0.0000,3.4000,114,12.2
张掖,52679,2025,11,30,6,2.8000,3.1000,1.3000,21,848.9000,0.0000,2.7000,100,14.7
张掖,52679,2025,11,30,9,2.6000,4.0000,2.6000,19,848.3000,0.0000,2.0000,57,18.2
张掖,52679,2025,11,30,12,-3.3000,-2.5000,-3.8000,31,848.4000,0.0000,1.6000,149,10.3
张掖,52679,2025,11,30,15,-8.1000,-5.7000,-8.1000,59,846.8000,0.0000,0.9000,126,7.2
张掖,52679,2025,11,30,18,-10.2000,-9.5000,-10.6000,68,845.8000,0.0000,1.8000,174,4.2
张掖,52679,2025,11,30,21,-9.5000,-7.8000,-9.8000,62,845.1000,0.0000,0.2000,999017,21.0
张掖,52679,2025,12,1,0,-11.9000,-10.9000,-12.0000,78,846.6000,0.0000,1.5000,148,16.6
金昌,52681,2025,11,26,0,0.0000,0.4000,-0.1000,43,877.1000,0.0000,10.8000,281,1.2
金昌,52681,2025,11,26,3,-1.8000,-1.7000,-2.7000,64,880.3000,0.0000,9.3000,285,5.4
金昌,52681,2025,11,26,6,1.3000,1.5000,0.2000,36,879.0000,0.0000,8.5000,287,6.3
金昌,52681,2025,11,26,9,2.8000,2.9000,2.6000,28,877.7000,0.0000,5.5000,292,26.0
金昌,52681,2025,11,26,12,0.7000,0.8000,0.0000,34,876.3000,0.0000,2.6000,240,26.2
金昌,52681,2025,11,26,15,0.1000,0.2000,-1.0000,36,873.5000,0.0000,2.5000,224,27.6
金昌,52681,2025,11,26,18,0.0000,0.0000,-2.5000,41,871.4000,0.0000,3.6000,229,16.4
金昌,52681,2025,11,26,21,-1.4000,-1.2000,-2.7000,43,869.1000,0.0000,2.2000,209,21.4
金昌,52681,2025,11,27,0,-2.6000,-1.5000,-2.7000,44,868.7000,0.0000,1.7000,177,28.6
金昌,52681,2025,11,27,3,6.0000,6.0000,1.1000,26,868.1000,0.0000,2.9000,205,17.0
金昌,52681,2025,11,27,6,13.0000,13.0000,11.2000,11,864.5000,0.0000,1.6000,158,30.0
金昌,52681,2025,11,27,9,13.5000,14.4000,13.5000,11,863.0000,0.0000,1.7000,85,30.0
金昌,52681,2025,11,27,12,3.2000,4.3000,2.9000,27,864.0000,0.0000,1.7000,225,12.6
金昌,52681,2025,11,27,15,5.7000,5.7000,3.5000,19,864.3000,0.0000,2.6000,249,21.4
金昌,52681,2025,11,27,18,4.9000,5.5000,3.4000,15,864.0000,0.0000,2.7000,235,12.1
金昌,52681,2025,11,27,21,-0.1000,-0.1000,-0.8000,32,862.9000,0.0000,2.7000,206,25.9
金昌,52681,2025,11,28,0,-1.5000,-0.7000,-1.6000,37,863.5000,0.0000,2.4000,213,22.8
金昌,52681,2025,11,28,3,5.1000,5.1000,1.4000,22,864.1000,0.0000,2.2000,232,11.0
金昌,52681,2025,11,28,6,11.7000,11.8000,10.3000,8,862.4000,0.0000,6.3000,278,22.3
金昌,52681,2025,11,28,9,11.1000,12.4000,11.1000,7,862.2000,0.0000,5.7000,277,4.1
金昌,52681,2025,11,28,12,6.1000,7.9000,6.1000,11,863.8000,0.0000,4.8000,274,13.3
金昌,52681,2025,11,28,15,2.1000,3.1000,2.1000,15,864.6000,0.0000,2.6000,276,22.9
金昌,52681,2025,11,28,18,1.4000,2.2000,0.4000,18,864.8000,0.0000,1.5000,199,15.7
金昌,52681,2025,11,28,21,0.3000,0.5000,-0.1000,22,863.8000,0.0000,3.4000,228,17.3
金昌,52681,2025,11,29,0,-0.6000,-0.6000,-2.6000,30,863.9000,0.0000,2.6000,199,23.5
金昌,52681,2025,11,29,3,3.9000,4.0000,1.0000,22,863.9000,0.0000,1.8000,225,14.7
金昌,52681,2025,11,29,6,9.5000,9.6000,8.7000,9,861.6000,0.0000,2.1000,309,30.0
金昌,52681,2025,11,29,9,9.9000,10.6000,9.9000,8,862.1000,0.0000,2.9000,275,30.0
金昌,52681,2025,11,29,12,6.5000,6.5000,5.6000,12,865.1000,0.0000,5.1000,290,17.8
金昌,52681,2025,11,29,15,3.2000,4.5000,3.2000,23,867.3000,0.0000,4.7000,321,18.5
金昌,52681,2025,11,29,18,-2.5000,-1.2000,-2.5000,26,870.0000,0.0000,5.8000,316,11.9
金昌,52681,2025,11,29,21,-5.5000,-4.7000,-5.5000,25,871.1000,0.0000,1.3000,290,30.0
金昌,52681,2025,11,30,0,-6.7000,-5.9000,-6.8000,38,872.1000,0.0000,1.1000,234,14.9
金昌,52681,2025,11,30,3,-2.5000,-2.5000,-4.9000,27,871.9000,0.0000,0.1000,999017,19.4
金昌,52681,2025,11,30,6,0.9000,0.9000,0.0000,24,868.5000,0.0000,1.6000,136,18.1
金昌,52681,2025,11,30,9,0.8000,1.6000,0.8000,17,867.4000,0.0000,2.3000,93,30.0
金昌,52681,2025,11,30,12,-1.5000,-1.0000,-1.5000,21,867.1000,0.0000,1.6000,90,28.4
金昌,52681,2025,11,30,15,-2.7000,-2.4000,-2.8000,25,865.4000,0.0000,1.7000,120,27.6
金昌,52681,2025,11,30,18,-7.9000,-4.4000,-7.9000,43,864.0000,0.0000,1.3000,306,19.2
金昌,52681,2025,11,30,21,-9.6000,-7.7000,-9.8000,43,863.5000,0.0000,1.4000,250,24.7
金昌,52681,2025,12,1,0,-7.3000,-6.9000,-8.0000,36,865.1000,0.0000,2.8000,266,24.5
